text,sub_keywords,keywords,class
"Bonjour,  Je suis dans une situation de souffrance a laquelle je n ai pas de solution: Il y a 2 semaines, le fils de ma copine a eu accident très grave et est dans le coma, son diagnostic vital est engagé, ma copine me rejette ce que je comprend et ne veux plus dialoguer avec moi ce qui est difficile à gérer, j'aurai besoin de vos conseils pour savoir ce que je peux faire pour quelle me laisse une petite place. Merci",situation de souffrance;ma copine me rejette,couple;soutien;prise de recul,thérapie cognitivo-comportementale
Je m appel Sylvie jai 28 ans je suis en dépression depuis déjà 5 ans et c l annee dernière que jai découvert se que c est la dépression  Juste ici je ne savais pas c etais quoi la dépression les père de les enfants ma fait voir de tout les couleur o point de me quitter avk les enfants et aller vivre avk une autre ki on avais déjà 5 et kil a fait 2 autre avec entre-temps on se voyais ils me disais qu il allais revenir et tout et moi comme une conne j est cru j ai été une femme blesser humiliée battu pour cet homme qui au final c est moquer de moi nous avant 4 enfants ensemble  Je n avais jamain été traiter si mal au paravent jai fait tout mon possible pour que il puisse être présent pour nos enfants mais sans suite mais est présent pour c est autre enfant avk la fille pour la qu elle il ma quitté jai perdu confiance en moi je refoule mes sentiments je réfléchis tellement que des fois jai de perd de mémoire je suis seul avk les enfants  Le pire c est que nous habitons dans la même ville que lui et sa femme se ki est dur pour moi je veux déménager mais pour aller dans qu elle ville je sais pas depuis peux j en pouvais plus jai couper tout contact avk elle je les mm interdi de venir voir les enfants de sortir de nos vie jai mal je souffre je pense au suicide des fois C fou je sais ta tellement d autre hommes je les permis trop truc dans ma vie que je m etais promis de jamain permettre aujourd'hui je suis une femme briser ki a perdu total confiance en elle.,dépression;femme blessée humiliée battue;je pense au suicide;perdu total confiance en elle,dépression;tristesse;acceptation;séparation;soutien;estime de soi;confiance en soi,thérapie cognitivo-comportementale
"Bonjour, j'ai décidé de partager mes soucis avec vous pour avoir del'aide et m'en sortir...   Il ya un peu plus d'un an, je restait enfermé dans ma chambre pour jouer aux jeux vidéos, ça a duré longtemps et j'ai finis par attrapé des angoisses dans la rue : j'étais en panique pour rien, la peur, la panique... Puis je suis allé en psychiatrie deux mois et je suis rentré, j'avais plus rien dehors, tout était normal... J'ai finis par me renfermer de nouveau car je n'ai pas de vie sociale, car les écrans m'aident à arrêter de penser. Car oui aujourd'hui j'ai un nouveau problème c'est les angoisses, que je vais essayer de vous décrire au mieux : très souvent c'est dans les périodes où je dort pas assez, mentalement très tres fragilisé, sensation de gorge très sèche, sensation de laine dans la gorge, toujours en contrôle, en hypervigilance sur mes sensations... jai aussi le tic de lecher mes levres pour me rassurer depuis que jai vu une video traumatisante... Aujourd'hui mon seul recours c'est les écrans sans quoi je perçois toutes mes sensations comme un danger, jangoisse et je panique jusqu'à l'épuisement total... c'est un calvaire. ",angoisses dans la rue;peur;panique;les écrans m'aident à arrêter de penser;tic de lécher mes lèvres;contrôle;hypervigilance,psychiatrie;addiction;angoisse;panique;troubles obsessionnels compulsifs;épuisement;anxiété,thérapie cognitivo-comportementale
"Première fois que j'écris sur un forum pour parler avec vous. Qui souffre d'angoisses autour du sommeil ? Avez vous trouvé une solution? Je souffre de ce mal depuis le décès de mon père. J'ai essayé l'hypnose, la kinésiologie, des thérapies brèves emdr et là je fais une psychanalyse pour revenir sur mes peurs issues de mon enfance.  Je suis aussi accompagnée par un psychiatre à l'écoute et patient! Toute expérience est intéressante à suivre!",angoisses;sommeil;décès de mon père,deuil;anxiété;troubles du sommeil,thérapie cognitivo-comportementale
bonjour   moi et ma fille subisson la depression de mon époux cela fait 8 ans qu'il est tomber en depression et il s'en prend continuellement anous parfois il veut me frapper donc voila rien ne luis fait plaisir il est constament coller sur son pc il nous fais du mal pas de chose positive que du negative bon voila je souhaiterai en parler en direct c'est pourquoi je recherche une consultation au domicile pour luis faire sortir ceux qu'il a dans le corp merci de m'aider a résoudre le probleme madame jalabert,dépression de mon époux;il veut me frapper,famille;dépression,thérapie psychocorporelle
"Depuis le décès de ma grand-mère que ma mère à renier toute sa vie,le comportement de ma mère à changer du tout au tout.Au début ça a commencé lorsqu'elle à adopter un comportement enfantin ou elle prend une voix enfantine pour me parler comme ci elle voulait juste attirer l'attention,après elle a commencée à clairement vouloir plus d'attention en répétant et chantonnant(voir criant) les mêmes phrases exaspérante toute la journée et ça toutes les heures ou demi-heures.Ensuite elle est devenue clairement agressive quand on était occupé et qu'on ne lui donnait pas l'attention qu'elle demande ce qui n'a fait qu'empirée son comportement passif agressif et paranoïaque qu'elle avait déjà bien tout ça,après elle a commencée à délaissée parfois longtemps son autorité parentale et à littéralement me l'a passée alors que ce n'est pas mon rôle mais le pire c'est que maintenant elle me surnomme Maman et m'appelle avec un tas de petit surnom en lien avec ça je sais que ça ce veut affectueux de base mais vu la situation ça ne me plaît absolument,ce n'est pas normal d'appeler sa fille Maman suivie de son prénom,je doute qu'elle fasse une sorte de projection d'elle-même ou de ma grand-mère sur moi et maintenant je dois gérer des situations que normalement seule elle doit gérer dans son rôle et ça ça me prend toute mon énergie psychique et physique. Psychologiquement son comportement m'épuise et m'exaspère j'ai remarqué maintenant qu'en sa présence je ressens déjà de la fatigue psychique avant même qu'elle sorte ces satanés phrases qu'elle répète en boucle toute la journée et j'avoue que pour endiguer ça je part directement ou je l'ignore partiellement parce que ça me fatigue réellement et ça me cause énormément d'anxiété et même parfois beaucoup de colère. Comprenez que je n'ai que 18 ans et que je considère que gérer tout ça plus tout ce que j'ai à gérer à coté comme mes études,projets personnels etc...représente une surcharge mentale non négligeable que je ne pourrais bientôt ne plus supporter et gérer je suis au bord de la crise.  De plus je ne suis pas la seule personne à souffrir de cette situation vu que mon frère a adopté lui aussi un comportement agressif et fuyard là plupart du temps et parfois ça se voit clairement qu'il ressent de la fatigue psychique aussi alors qu'il est de nature calme,sociable et très énergique. Le comportement de ma mère m'inquiète fortement car au-delà de ça elle peut probablement avoir des problèmes psychologiques plus grave,peut-être que certains trouveront que je suis une enfant égoïste car je n'accepte pas de subir le comportement de ma mère ou  que certains diront  que je me fais juste des films ou que je n'essaie pas de la comprendre mais j'ai déjà essayé d'ouvrir le dialogue avec elle plusieurs fois directement et indirectement mais tout ce que j'ai récolté c'est du mépris,de l'indifférence et de la haine de sa part le pire c'est qu'après tout ça,elle fait comme ci de rien était et que rien n'était jamais de sa faute.Un jour je l'ai même confronté pour essayer de la comprendre alors que j'étais en pleure alors que je ne pleure jamais devant quelqu'un et que je faisais une crise d'anxiété devant elle,j'ai insister pour ouvrir le dialogue je l'ai même supplié mais elle m'a tout simplement ignoré avec mépris et m'a balancé insulte sur insulte et menace sur menace.  Je vous écris parce que je suis fatiguée,je n'ai plus la force de me triturer l'esprit à comprendre le pourquoi du comment,j'en ai marre tout simplement de tout ça. S'il vous plaît excusez moi de ne pas mettre appliqué pour écrire tout ceci,je sais que la syntaxe et la grammaire dans tout ça me fait défaut excusez moi. Je voudrais juste savoir si il y a une issue de secours face à ce genre de situation et comment je pourrais contribuer à arranger tout ça,je voudrais aussi que vous me donniez votre avis.  Merci beaucoup d'avoir lu",décès;ma mère;aggressive;paranoïaque;fatigue psychique,psychiatrie;deuil;famille;soutien,thérapie de soutien
"Bonjour, Mon frère (36 ans) est marié depuis presque 7 ans et il a 2 enfants, il travaille avec sa femme (36 ans) dans le même établissement jusqu'aujourd'hui. Leur couple menait une vie normale jusqu'à il y a 1 an et demi: sa femme a changé de comportement: elle est devenue super jalouse de sa patronne, elle imagine des scénarios qui n'existe pas, elle refuse de croire les arguments. Elle est convaincue que la patronne cherche à draguer son mari. Elle ne cesse pas de lui poser des questions et de les répéter, elle le réveiller même à 2h du matin pour demander les mêmes questions (des questions autour des scénarios qu'elle imagine). Elle ne se remet jamais en cause, elle croit qu'elle a TOUJOURS raison, que tout le monde se complote contre elle et qu'elle est la victime. Elle a sa propre logique qui est basée sur une série de fausses interprétations. Elle refuse d'admettre qu'elle est malade et refuse catégoriquement d'aller voir un psy (pour elle, son mari souhaite qu'elle voit un psy pour avoir des preuves contre elle et la priver de ses enfants en cas de divorce), en plus elle est convaincu qu'elle n'a rien et qu'elle n'est pas malade. Si elle cesse de parler de la patronne (quelque chose de rare), elle posera d'autres questions concernant des situations qui n'ont pas eu lieu. Cette situation a crée des disputes interminables!! Que faire dans ce cas? surtout qu'elle n'a pas d'amis et qu'elle n'a pas de relation avec sa famille, elle n'a que son mari! Son mari ne supporte plus le fait de rester à la maison parce que les disputes ne s'arrêtent pas, et ça a influencé le comportement des enfants, surtout parce qu'elle commence à se bagarrer devant leurs yeux!! Merci à l'avance pour votre aide et de vos conseils pratiques à comment se comporter avec elle.",mon frère;marié;travaille avec sa femme;sa femme a changé de comportement;super jalouse;elle imagine des scénarios;tout le monde se complote contre elle;elle est la victime;fausses interprétations;disputes interminables;elle n'a pas d'amis;pas de relation avec sa famille;ça a influencé le comportement des enfants,famille;couple;psychiatrie,thérapie systémique
"Bonjour.  J'aimerais un avis sur deux questions que je me pose à mon sujet.  Pourquoi je pleure quand je parle de moi? C'est assez étrange... Je parle de mon passée ou de mes ressentis et j'ai mes larmes qui pointes leur nez. Peut-être que j'ai un enfouit un souvenir tromatique ? Sachant que les seuls que je me souviennent me font majoritairement du mal. Mais ça je sais pourquoi.  Et la seconde, encore en rapport a des crises de larmes: je pleure quand quelqu'un me dispute. Même en étant adulte aujourd'hui. Je me demande encore là si ce n'est pas tromatique. Car ma tante, a chaque fois que je fessais une bêtise même par erreur, me faisait UN LOOOOOOONG monologue sur pourquoi ce n'était pas bien. (Maintenant je sais que ses paroles sont décousus et qu'elle se croit très intelligente alors qu'elle se bloque sur un point de médical minimaliste et personnel, ce qui n'a aucun intérêt).  J'ai encore pleins de trucs dans ce style :') j'ai une vie normale mais tellement traumatique!",pourquoi;je pleure quand je parle de moi;souvenir traumatique;crises de larmes,connaissance de soi;comprendre;traumatisme,psychanalyse
"Bonjour,  Je suis âgée de 27 ans, aujourd'hui lorsque je retrace ma vie depuis mes 14 ans  je me rends parfois compte que je n'ai pas vraiment avancer. J'ai toujours été cette femme très réservée et solitaire. Cette solitude qui aujourd'hui m'a complètement détruite, elle me bouffe de l'intérieur au fil du temps, l'impression ne jamais avoir ma place où que j'aille, que ce soit au boulot ou même dans la vie perso. Je me sens en ""trop"".  Je ne sais plus prendre de plaisir à être entourée, je ne le veux plus, je suis fatiguée, l'impression de me battre continuellement contre cette solitude dont je refuse qu'elle fasse partit de moi. Bien qu'elle l'ait sauvée à de nombreuses reprises.   J'ai eu très tôt des épreuves dans ma vie, deuil qui s'en est suivie d'une longue dépression, 2 tentatives de suicide, échec scolaire totale, pression familiale, le départ de mon père qui lui un matin s'en est allé sans se retourner. J'essaie de parler de ce qui me fait mal a ma famille, j'essaie de mettre des mots sur mes maux mais je n'y arrive pas, je ne sais pas par quoi commencer, par le début ? Alors je finis toujours par dire ""je suis juste fatiguée"" en espérant secrètement que quelqu'un pour une fois liras entre ces lignes.  Je prends conscience qu'il  y a forcement quelque chose qui cloche en moi, que malgré le fait d'avoir l'impression que je n'ai ma place nulle part. J'ai quelque part l'espoir de me sortir de ce cercle vicieux, même si on n'en guérit jamais, on apprend à vivre avec, on en gardera à vie des séquelles.  Je vous remercie.  Mia_c",très réservée;solitaire;solitude;complètement détruire;ne jamais avoir ma place;je ne sais plus prendre de plaisir à être entourée;fatiguée;deuil;dépression;tentatives de suicide,acceptation;solitude;relation social;soutien;sens de la vie;confiance en soi;estime de soi,approche centrée sur la personne
"Voila plus de 20 ans que je me suis faite violer et j'en garde encore des séquelles. Je ne dis pas que j'y pense tous les jours, que j'en pleure, mais c'est toujours là quelque part dans ma tête, et des petites choses de la vie m'y font repenser. Est-ce normal après tout ce temps ? Y penserai-je toute ma vie ou est-ce que je dois en parler à un psychologue ?  Merci de tout coeur pour les informations que vous pourrez m'apporter.                ",violer;séquelles;j'y pense;j'en pleure,viol;traumatisme,thérapie de soutien
"Mon conjoint et moi vivons ensemble depuis 2 ans. Je l'ai suivi pendant tout ce temps au gré de ses affectations professionnelles, et ce je m'en rend compte ;un peu au détriment de mon épanouissement professionnel et de ma thèse... J'en ressens une frustration mais qui n'est rien comparée à celle que je ressens face à mon compagnon qui rejette toute forme d'engagement à mon égard. J'aimerai envisager un mariage dans un ou deux ans ou alors des fiançailles, il me répond qu'il ne sait pas ce qu'il veut faire de notre couple car cela entrave sa liberté. Monsieur est partagé entre notre couple qu'il considère comme une entrave à la liberté et sa volonté d'être libre. Il dit qu'il ne sait plus s'il est amoureux car je ne lui ai jamais laissé ressentir un manque à mon égard. Il dit avoir besoin de ressentir mon absence, que l'on arrête de vivre ensemble. Je prend ceci comme un rejet et comme si j'étais indigne d'avoir un homme qui s'engage avec moi. La situation me fait beaucoup souffrir et ce depuis quelques mois déjà.  Je me sens impuissante face à la situation. Je me demande si je dois vraiment quitter notre domicile et si je ne dois pas aller plus loin et le quitter carrément. En effet, dans la mesure où nous ne sommes pas sur la même longueur d'ondes et dans un rapport déséquilibré, je me demande à quoi bon continuer.",conjoint;couple;au détrimemt de mon épanouissement professionnel;frustration;arrête de vivre ensemble;rejet;le quitter,couple;connaissance de soi;affirmation de soi;prise de décision;séparation;rupture;changement,thérapie de la gestalt
Bonjour depuis quelques jours mais angoisse revienne de plus belle l’impression de mourrir en continu cela me pèse comme jamais ma femme a du mal à comprendre mais je ne peux lui en vouloir car moi même j’ai du mal à me comprendre besoin d’aide svp,angoisse,anxiété;angoisse;expression des émotions;gestion des émotions;pensées dysfonctionnelles,thérapie cognitivo-comportementale
"Bonjour,  Personne à mobilité réduite se déplaçant en fauteuil roulant électrique. Ayant eu un AVP en 2019 et toujours eu des soucis de confiance en soi. J'aurais aimé avoir des conseils suite à cet événement pour reprendre confiance en moi.   En vous remerciant,",mobilité réduite;avp;confiance en soi,accident;traumatisme;confiance en soi;image de soi,thérapie cognitivo-comportementale
J'aime dans le Finistère et je souhaite savoir si quelqu'un pourrait me recommander u' bon professionnel pour mon fils qui est en dépression suite au sevrage alcool. Ce serait bien qu'il y ait de l'hypnose ais il est ouvert à d'autres méthodes il faudrait que ce soit à Brest pu autour merci de votre aide,dépression;sevrage alcool,dépression;addiction;sevrage,thérapie cognitivo-comportementale
"Bonsoir, S'il vous plaît au delà de me lire, répondez moi. Voilà j'ai 23 ans, et je vis toujours dans le passé . J'ai étais victime de viols, attouchements sexuels et je n'ai jamais été reconnu comme victime. Bien-sûr les coupables sont des personnes proche. Aujourd'hui je fais capoté toutes mes relations. D'autant plus que ma dernière relation m'a d'autant plus anéanti. Je suis aujourd'hui maman d'une petite fille et je suis fatiguée de tout ça. S'il vous plaît dites moi quoi faire ça va un temps puis je replonge. Ces histoires me font constamment pleuré. Je veux oublié tout ça et être heureuse.  Merci de m'avoir lu",viols;attouchements sexuels;je fais capoté toutes mes relations;maman d'une petite fille;je suis fatiguée;constamment pleuré;je veux oublié;être heureuse,traumatisme;viol;couple;confiance en soi;expression des émotions;tristesse,thérapie cognitivo-comportementale
Bonsoir je suis Jemima j'ai 18 ans fille simple et sympa mais qui essaie de faire semblant que tout va bien pourtant a l'intérieur ça va vraiment mal,faire semblant que tout va bien;à l'intérieur ça va vraiment mal,expression des émotions;soutien,thérapie cognitivo-comportementale
"Bonjour à vous tous,  Depuis très jeune où j'ai vécu très violemment le fait d'être séparée de ma sœur jumelle de classe, (j'ai fait une dépression à 11 ans ..),  Je me réfugie dans le sommeil, dès que je vis une rupture sentimentale, ou une situation professionnelle qui m'a blesse, c'est toujours la même réaction, je reste dans mon lit, au moins je ne me sens pas agressée par la société qui m'environne,  Je suis très sensible à la lumière, au bruit  ...  J'ai bien conscience qu'il faut que je réagisse, que j'aille justement vers mes amis ou un professionnel afin de retrouver de l'énergie et l'estime de ma personne .. mais cela me demande une telle énergie, que j'attends d'avoir tellement honte de mon oisiveté, que je reprends le taureau par les cornes,  Mais c'est cyclique et là sincèrement j'en peux plus, je voudrais juste sortir de mon corps, ne plus être là ..., mais je n'ai pas d'idées noires car la vie m'a appris que je reprends le dessus, Je me sens immature face à ce comportement,  Merci par avance si mes propos vous parlent et si éventuellement vous pouvez vivre avec à présent,","séparée de ma sœur jumelle;dépression à 11 ans;je me réfugie dans le sommeil;aggressée par la société;très sensible à la lumière, au bruit;retrouver de l'énergie et l'estime de ma personne;cyclique",gestion des émotions;trouble du sommeil;relation sociale;hypersensorialité;haut potentiel;autisme;hypersensibilité,thérapie cognitivo-comportementale
"Le titre est volontairement accrocheur mais c'est arrivé hier soir.  Ma vie m'échappe.   Ce qui suit risque d'être long mais s'apparente aussi à un moyen de vider mon sac, un peu comme une bouteille à la mer...  J'ai 27 ans, mère isolée d'un petit homme de 6 ans, sans famille, sans amis, sans amour et sans attache, sans boulot et surtout, très épuisée.  Ma vie a basculée le 05 décembre 2018. Alors que j'étais en partiel (reprise d'étude en licence avec d'excellents résultats dans quasiment toutes les matières tant qu'il s'agit de bosser seule), ma mère m'appelle pour un mal de crane  et son impossibilité de récupérer mon fils à l'école. Une femme forte et qui ne plit pas, sa voix m'interpelle et je sors de l'amphithéâtre en trombe. On ne m'y reverra plus. Ma mère subit deux ruptures d'anévrisme et se retrouve dans le coma entre la vie et la mort pendant de longues semaines. Je ne peux plus continuer mes études et passe 6 mois à enchaîner les allers retours hopital puis centre de rééducation ( tout deux à 1h30 de route).   Elle restera en ""vie"" avec de grosses séquelles neurologiques et tétraplégique (possible débute cancer à l'heureou je vous parle).   Afin d'assumer ce joyeux bordel, je trouve un boulot comme coordinatrice régionale à 4h de route, bien rémunéré et plein d'avantages. Je tiendrais le rythme 6 mois puis devrais arrêter pour reprendre en main les affaires de ma mère etc.  Hier je me suis surprise à programmer ma mort sur un an et 3 mois pour que mon fils touche une assurance vie et commence convenablement dans la vie. Le truc est bien rodé et si je passe à l'acte il aura une famille (dans mon plan d'action, il vivra avec les membres de la famille coté paternel) et du pognon.   J'ai un parcours difficile avec une mère elle-même isolée (reproduction du schéma social) le père de mon fils qui fût très violent et manipulateur pendant des années (violences physiques et psychologiques) et une incapacité chronique à garder les gens dans ma vie, parce que je perds de l'intérêt et me ""suffit"" 80% du temps à moi-même.  Je suis à bout. Ma vie ne me correspond pas, je subit du matin au soir.  J'ai énormément de choses à gérer (trouver centre de vie pour ma mère, énormément d'administratif et de dossier en tout genre, vider sa maison pour rendre la location, trouver un appartement, remplir un garage, garder l'oeil sur une personne handicapée dont ma mère s'occupait, gérer mon fils et les obligations qui vont avec, une affaire juridique en court contre un groupe de recherche qui a expérimenté un medoc sur ma mère sans aucun consentement, mes obligations en tant que tutrice, et le lancement de mon entreprise e commerce).   Je n'ai ni amis (quelques relations que j'entretiens dans un objectif pro, et une personne qui compte beaucoup mais qui est loin et qui a sa vie) ni famille (hormis ma mère et mon fils) plus de travail et bientôt plus de toit si je ne trouve pas d'appartement avant juin (pas de garants ni de job).   J'ai toujours été de nature très solitaire et pathologiquement curieuse de tout.   J'ai peur d'une dépression. Je peux passer 12h à bosser non stop sur un truc, avoir une ambition et une détermination sans faille ou chaque action sera couronnée de succès pendant quelques jours puis je m'écroule. Je ne dors presque pas et passe la nuit sans arriver à stopper mon cerveau. Alors je le distrait devant des documentaires de toutes sortes  j'avale tout ce qui passe et que capte mon attention, j'apprends pleins de truc, comme un besoin. J'ai aussi besoin de fumer un pétard pour dormir, mais depuis quelques semaine un ne suffit plus et le matin je suis vidée.  Je n'arrive pas à accepter la suite de ma vie et le chemin qu'elle prend. Je me sens chuter sans possibilité d'y remédier. Parfois je me surprends à penser faire mes valises et me casser loin, mais je sais que c'est impossible, mais hier j'aurais voulu juste m'endormir et ne pas me réveiller.  J'ai de grosses phases de détresses ou je vais énormément pleurer puis je m'en sors en faisant un pas de côté et en m'analysant de l'extérieur.   Je suis hypersociable et hypersolitaire a la fois. Je ne garde pas les gens dans ma vie, je m'en écarte, souvent  volontairement et j'ai toutes les peines du monde à trouver un intérêt à échanger avec d'autres personnes si celle-ci n'ont rien à m'apprendre. Je sais que ça peut paraître... je sais pas. Je livre ça comme ça.  Je ne canalise plus mes pensées et bien que très précises et cohérentes elles se noient dans mon cerveau au milieu d'une multitudes d'autres. Comme si une idée était la branche d'un arbre et l'arbre constamment en train de pousser. Sauf que la le tronc fragilise et j'ai l'impression de devenir folle. J'analyse tout et tout le temps et je m'épuise moi-même. Mes sautes d'humeurs et ma vie sont en train d'avoir raison de moi.  Mon humeur change et je peu passer d'un rendez-vous pro hyper productif presque surprenant à une décadence total au fond de mon lit à pleurer sans contrôle et fumer des pétards.  Je suis pourtant assez branché psycho et généralement j'arrive à trouver les causes de mes nœuds de manière assez objective et je trouve mes solutions.  Je suis perdue, je débecte ma vie, et je je m'aime plus (je précise que d'un point de vue extérieur, j'entretiens l'image de la nana battante et qui plaît aux mecs). Mais là, je me déteste, même me regarder me dégoûte, pourtant je suis fière, quelque part...  Voilà, si quelqu'un est arrivé jusqu'au bout et à un conseil, une idée, une explication...",mère isolée;sans famille;sans amis;sans amour;très épuisée;ma mère subit deux ruptures d'anévrisme;grosses séquelles neurologiques;programmer ma mort;je suis à bout;peur d'une dépression;je ne dors presque pas;j'analyse tout et tout le temps,traumatisme;deuil;aidant familial;famille;épuisement;surmenage;burnout;dépression;tentative de suicide;soutien;psychiatrie;haut potentiel;autisme,thérapie cognitivo-comportementale
"Ma vie est un noeud inextricable .J'ai une conscience trop aiguë des choses.Personne ne voit la profondeur de mon néant . J'ai l'impression que ce qui m'arrive transcende la Foi et la psychologie . J'ai le sentiment de tout connaître déjà .J'analyse à outrance . Je vois des coïncidences partout . Je sens que mon histoire personnelle détermine qui je suis .  En priant Jésus ,je fais preuve de crédulité . Ce qui impliquerait que Jésus serait la seule ""vérité"". J'ai l'impression que tout cela est au dessus de la spiritualité ! Quel est mon problème avec tous ces questionnements?",conscience trop aiguë des choses;profondeur de mon néant;j'analyse à outrance au dessus de la spiritualité,existence;haut potentiel,approche centrée sur la personne
"Je me sens comme honteuse et je culpabilise énormément...J’aime mon mari mais je ne sais pas comment on en est arrivée là ! Ça s’est fait naturellement et tellement vite ... Jai rencontre ma psy suite à un burn out au travail ... mon mari me soutient énormément mais j’avais besoin de voir une psy... alors pour mon premier rdv j’ai demandé à mon mari de m’y accompagner et ma psy n’y voyait aucun souci... mais voilà .. après le second rdv ma psy m’a demandé de venir seule car c’est différent seule et accompagnée ... et c’était vraie j’ai pu m’ouvrir davantage! Je faisais beaucoup de progrès ... et je me suis sentie comme en sécurité chez elle j’ai trouvé en elle une femme admirable (et oui je suis tombée dans le transfert..) mais je m’y attendais j’avais déjà lu que ça pouvait arriver mais après je me suis dite de femme à femme ça pouvait être évité ! Erreur ! J’étais vraiment prie par cette femme et elle, n’a pas pu gérer son contre transfert non plus car après la séance en se Serrant là main comme d’habitude on s’est regardée intensément ... un blanc totale ... puis je suis partie sans parler .. au prochain rdv (une semaine après) on s’est sentie toute heureuse de se retrouver et la séance s’est passée comme si 2 copines se retrouvaient dans un café à papoter elle s’est autant ouverte à moi que moi au début  ... puis venue le moment de régler ma note elle m’a dit « non, c’était vraiment plaisant j’avais pas l’impression que ce soit une séance » jai compris qu’elle ressentait les mêmes sensations que moi mais on s’est salué comme d’habitude d’une poignée de main...J’ai longuement hésité mais j’ai décidé de lui envoyer un mail pour un rdv le vendredi soir si éventuellement elle voulait aller boire un verre ! Elle a immédiatement refusé ! Je me suis sentie gênée je pensais vraiment qu’elle avait les mêmes sentiments que moi ... je savais qu’elle etait mariée aussi et qu’elle avait 2 enfants dont un dû mêmes age que le mien.. Je n’ai pas osé retourner au rdv suivant tellement j’avais honte d’avoir demandé une sortie à ma psy et qu’elle a décliné gentiment mais refusé ! alors je n’ai plus donné de nouvelle ... j’avais besoin de me changer les idées alors ce week end la  j’ai emmené mon enfant se promener chez une amie dans la campagne loin de chez moi (mon mari étant toujours en déplacement je le voyais que un week end sur deux ) Alors qu’on emmenait nos enfants à mon ami et moi se promenaient au parc dans ce village perdu à 50km de chez moi j’ai halluciné ma psychologue et ses deux’ enfants se trouvaient dans le parc ... elle était là en chair et en os avec son mari et ses deux enfants.. la famille parfaite ils étaient tous beaux ! J’ai demandé à mon ami de faire demi tour j’étais vraiment perturbée j’étais aussi heureuse que chamboulée honteuse etc...J’ai expliqué à mon amie que j’étais pas bien que j’avais sans doute une insolation en même temps ma psy m’a vu de loin et m’a souri .. jetais encore plus choquée, je ne savais pas où me mettre alors j’ai prétexté une insolation et on est rentrée illico presto ! Le week end ne passait plus j’arrêtais pas d’y penser, mon amie d’enfance me connaissant par cœur m’a demandé ce qui se passait ? Je lui ai demandé en retour si elle connaissait les gens du parc ? Elle m’a dit la plupart c’est un petit village et ils se connaissent de vu au minimum ... et c’est là qu’elle me dit’ d’un ton amusé « ah ! Toi tu as craqué pour le fils du maire du village aussi ? Haha tout le monde craque pour lui il a une famille parfaite! » j’étais amusée cet homme ne m’intéressait pas du tout c’était sa femme , sa femme m’a psy! Alors je faisais croire à mon amie que j’étais attirée par ce monsieur et je lui disais que j’avais  jamais trouvé une personne aussi jolie que j’avais comme eu un coup de foudre mais j’étais mariée déjà trop tard mais j’en aurai bien fait mon goûté ! HahaLe week end se fini enfin ! Je rentre à la maison toujours aussi perturbée et je reçois mardi un mail de ma psy me disant « si vous êtes disponible mercredi à 16h la thérapie est toujours en route » tout les mercredis je la voyais et j’ai décidé d’y aller malgré une grosse appréhension suite à cette épisode du week-end ! Mercredi j’arrive à son cabinet j’étais toute genee et elle toujours aussi souriante et professionnelle ! Elle me serra fort la main en me souriant et me demanda si tout allé bien.. je lui répondis que jd me sentais gênée et là Elle me prit la main en me disant qu’il ne fallait pas être gênée ! Incroyable j’étais toute gênée comme une ado qui rencontrait pour la première fois son chéri ... et je me suis levée je l’ai embrassé ! Elle ne m’a pas repoussé c’était juste incroyable pleins de feu d’artifice j’étais aux anges... on s’arrêtait plus et puis sa raison à repris le dessus et elle a tout stoppé ce magnifique moment magique et même la therapie ! Déontologiquement elle était en tord et s’en voulait terriblement je lui ai laissé mon numéro je me suis excusée des milliers de fois mais elle ne m’a jamais rappelé ..Je suis retournée le week enf dans ce fameux parc sans passer par chez mon amie’ Et je l’ai revu cette fois ci sans son mari juste les enfants ... je me suis assise près d’elle et on a discuté ... aujourd’hui on se voit encore mise à part se regarder amoureusement et s’embrasser on n’est pas passée à l’acte ! Maintenant Je me rends compte que je trompe mon mari avec mon ancienne thérapeute car bien évidement je ne suis plus sa patiente ! Mais je suis tellement heureuse je l’aime tellement je ne peux plus me passer d’elle mais j’aime autant mon mari... que faire ? Dois je lui dire ? Est ce que ça vous est déjà arrivée ? Je culpabilise mais je suis tellement heureuse je sais plus ou me mettre ! On en parle ensemble avec ma psy mais on s’aime tellement c’est tellement compliqué ... l’alchimie est tellement intense que ça prend vite le dessu et on n’y pense plus ... la semaine prochaine son mari part en week end avec son frère pour son enterrement’ de jeune homme ! Elle m’a proposé de venir passer le week end chez elle ... je suis heureuse mais j’appréhende énormément ! Je n’ai jamais eu de relation avec une femme j’ai peur de passer à l’action ... je l’aime tellement mais je ne sais pas si c’est au point de dormir ensemble ! Vous l’aurez compris je suis une personne très très indécise !                ",honteuse;culpabilise énormément;tromper mon mari,couple;connaissance de soi;affirmation de soi;prise de décision;séparation;rupture;changement,thérapie de la gestalt
